,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
267,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Yield_Category_Very High', 'Weather_Condition_Sunny', 'Temperature_Category_Hot'})",0.777353,0.061014,0.059874,0.0770229226619052,1.26238113649171,1.0,0.012444584058,1.017344875679985,0.933523520837119,0.076910132782183,0.0170491601173022,0.5291693431285728
268,"frozenset({'Weather_Condition_Sunny', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.259575,0.294464,0.096459,0.3716035827795435,1.2619660901826486,1.0,0.0200235072,1.1227562421834765,0.2803601728235758,0.2108024826259889,0.1093347225081972,0.3495892153193523
269,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Yield_Category_Very High', 'Temperature_Category_Hot'})",0.777353,0.182928,0.179446,0.2308423586195718,1.2619301507673608,1.0,0.0372463704159999,1.062294588315574,0.9322520098014476,0.2298129566425685,0.0586415378566048,0.6059037735545161
270,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Yield_Category_Very High', 'Temperature_Category_Hot', 'Weather_Condition_Rainy'})",0.777353,0.060897,0.059735,0.0768441107193257,1.261870218883126,1.0,0.012396534359,1.0172745588307428,0.932082969181592,0.0767294143336994,0.0169812158190589,0.5288813554893901
271,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Weather_Condition_Cloudy', 'Temperature_Category_Hot', 'Yield_Category_Very High'})",0.777353,0.061017,0.059837,0.0769753252383408,1.2615390012347525,1.0,0.012405251999,1.017289164282051,0.9311484649993584,0.0768586559593492,0.0169953292427454,0.5288182262325897
272,"frozenset({'Weather_Condition_Rainy', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.259323,0.277442,0.090762,0.3499959509954766,1.2615103372794192,1.0,0.0188149082339999,1.1116207677576664,0.2798782748820681,0.2035008733125113,0.1004126326128513,0.3385672980948937
273,"frozenset({'Weather_Condition_Cloudy', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.258455,0.294464,0.095966,0.3713064169778104,1.2609569148616149,1.0,0.0198603068799999,1.1222255468370166,0.2790815014419155,0.2100128459600878,0.1089135309577547,0.3486035182041845
274,"frozenset({'Weather_Condition_Sunny', 'Rainfall_Category_Very High'})","frozenset({'Yield_Category_Very High', 'Temperature_Category_Hot'})",0.259575,0.182928,0.059874,0.230661658480208,1.260942329660894,1.0,0.0123904643999999,1.0620450793936935,0.2794912636251155,0.1564805594975812,0.0584203821452797,0.2789853818509673
275,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Region_South', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.777353,0.073526,0.072062,0.092701771267365,1.2608025904763625,1.0,0.014906343322,1.0211350255738412,0.9290689813837796,0.0925275128817167,0.0206975816562202,0.5363952236909685
276,"frozenset({'Region_North', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.194546,0.277442,0.068051,0.349793879082582,1.2607819979764492,1.0,0.0140757686679999,1.1112752967943398,0.2568010922518288,0.1684693405159715,0.1001329707547103,0.2975369868304541
277,"frozenset({'Region_North', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.194546,0.294464,0.072219,0.3712181180800428,1.2606570517280304,1.0,0.014932206656,1.1220679543845593,0.2567034932173129,0.1732738950697112,0.1087883794449082,0.3082369524327621
278,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Weather_Condition_Sunny', 'Yield_Category_Very High'})",0.777353,0.09844,0.096459,0.1240864832321995,1.2605290860646032,1.0,0.01993637068,1.0292796979852958,0.9282960382836768,0.1237710660641008,0.0284467847200403,0.5519812749358886
279,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.777353,0.294464,0.288461,0.3710810918591682,1.260191710562813,1.0,0.059558526208,1.1218234829123814,0.9273421287132854,0.3682374297254377,0.1085941636701292,0.6753474493201514
280,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Weather_Condition_Rainy', 'Yield_Category_Very High'})",0.777353,0.098038,0.096036,0.1235423289033425,1.2601473806416137,1.0,0.0198258665859999,1.0290993276052116,0.9272167504782244,0.1232249744981427,0.0282765004549443,0.5515608378436213
281,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Region_West', 'Yield_Category_Very High'})",0.777353,0.073569,0.072062,0.092701771267365,1.2600656698795012,1.0,0.014872917143,1.0210876321163889,0.926985624962675,0.0925224045399686,0.0206521276461657,0.5361087999726025
282,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Region_East', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.777353,0.073629,0.072118,0.092773810611138,1.2600172569386798,1.0,0.014882275963,1.021102577102668,0.9268486708923817,0.0925938289611537,0.0206664615053127,0.5361260026720958
283,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Weather_Condition_Cloudy', 'Yield_Category_Very High'})",0.777353,0.097986,0.095966,0.1234522797236262,1.259897125340622,1.0,0.019796288942,1.029052930187984,0.9265087883732884,0.1231323127693671,0.0282326878780442,0.5514185448992674
284,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Region_North', 'Yield_Category_Very High'})",0.777353,0.07374,0.072219,0.0929037387133001,1.259882542898022,1.0,0.01489698978,1.021126466430494,0.9264675265623732,0.0927223145207055,0.0206893730845552,0.5361386065413531
285,"frozenset({'Region_East', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.19392,0.277442,0.067769,0.3494688531353135,1.2596104884455614,1.0,0.0139674473599999,1.11072006848935,0.2556865129095954,0.1679142106032562,0.0996831439625794,0.2968662595273384
286,"frozenset({'Weather_Condition_Rainy', 'Rainfall_Category_Very High'})","frozenset({'Yield_Category_Very High', 'Temperature_Category_Hot'})",0.259323,0.182928,0.059735,0.2303497954288667,1.2592374892245402,1.0,0.0122975622559999,1.0616147376395375,0.2779465597322006,0.1561634023151972,0.0580386984609271,0.2784495194235211
287,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Region_South', 'Irrigation_Used', 'Yield_Category_Very High'})",0.777353,0.069183,0.06772,0.0871161492912486,1.2592132357840604,1.0,0.013940387401,1.0196445027232386,0.9245726572820264,0.0869525022598405,0.0192660311223888,0.5329846678838476
288,"frozenset({'Region_South', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.194378,0.294464,0.072062,0.370731255594769,1.259003666304774,1.0,0.014824676608,1.1211998152980804,0.2553569012079619,0.1729017707183646,0.1080983190011126,0.3077269351218791
289,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Weather_Condition_Sunny', 'Yield_Category_Very High'})",0.777353,0.092621,0.090645,0.1166072556483348,1.2589721083591714,1.0,0.018645787787,1.027152425466137,0.9238895099576326,0.1163115962578064,0.0264346603220206,0.5476365004988308
290,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Weather_Condition_Rainy', 'Yield_Category_Very High'})",0.777353,0.09276,0.090762,0.1167577664201463,1.2587081330330565,1.0,0.01865473572,1.027170084839446,0.9231413312572476,0.1164584378540606,0.0264513981087102,0.5476091548788959
291,"frozenset({'Weather_Condition_Sunny', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.259575,0.277442,0.090645,0.349205431956082,1.2586610244882968,1.0,0.0186279928499999,1.1102704839282542,0.2775499383767716,0.2030705330979541,0.0993185764410359,0.3379611836938159
292,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.777353,0.277442,0.271454,0.3492030004386681,1.258652260431615,1.0,0.0557836289739999,1.110266335719185,0.9229829326909014,0.3465336296708585,0.0993152112891534,0.6638100555209826
293,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Region_West', 'Yield_Category_Very High'})",0.777353,0.069418,0.067914,0.087365714160748,1.258545538055664,1.0,0.013951709446,1.0196658337728826,0.92268033616107,0.0871970079231489,0.0192865477311489,0.5328499319024663
294,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Region_East', 'Irrigation_Used', 'Yield_Category_Very High'})",0.777353,0.069272,0.067769,0.08717918371705,1.2585053660504972,1.0,0.0139202029839999,1.0196174138424767,0.9225664207042122,0.0870109493924422,0.019239975284992,0.532741052766251
295,"frozenset({'Region_West', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.194509,0.277442,0.067914,0.3491560801813798,1.258483143076318,1.0,0.0139490340219999,1.1101862950511474,0.2549905765706527,0.1680885661461698,0.0992502749694554,0.2969711889290056
296,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Region_North', 'Yield_Category_Very High'})",0.777353,0.069569,0.068051,0.0875419532696214,1.2583471556242205,1.0,0.0139713291429999,1.0196972927511836,0.9221177138438909,0.0873713362032994,0.019316804007628,0.532860944867788
297,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Weather_Condition_Cloudy', 'Yield_Category_Very High'})",0.777353,0.092061,0.090047,0.115837978370187,1.2582741700631868,1.0,0.018483105467,1.0268921055061355,0.9219106785678178,0.115538635841651,0.0261878588431458,0.5469805896456577
298,"frozenset({'Region_West', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.194509,0.294464,0.072062,0.3704815715468179,1.2581557390608629,1.0,0.014786101824,1.1207551171037264,0.2547338673291132,0.1728474422598588,0.1077444262898249,0.3076020930979036
299,"frozenset({'Weather_Condition_Rainy', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.259323,0.294464,0.096036,0.3703335222868777,1.2576529636453957,1.0,0.0196747121279999,1.1204916014624555,0.276595725890402,0.2097996509019095,0.1075345868770377,0.3482359308891463
300,"frozenset({'Weather_Condition_Cloudy', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.258455,0.277442,0.090047,0.348404944767948,1.25577578293102,1.0,0.01834072789,1.1089065121015629,0.2746691023250147,0.2019670292699338,0.0982107246310303,0.3364832373726923
301,"frozenset({'Region_South', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.194378,0.277442,0.06772,0.3483933366944819,1.2557339432907846,1.0,0.013791378924,1.1088867574412986,0.2527897289072162,0.167582281613462,0.0981946593830279,0.296240194561729
302,"frozenset({'Irrigation_Used', 'Temperature_Category_Hot'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Rainfall_Category_Very High'})",0.199691,0.288461,0.072243,0.3617739407384409,1.2541520023103323,1.0,0.0146399344489999,1.1148698641720542,0.2532128018907347,0.173699054360449,0.1030343252280491,0.3061084041158968
303,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Fertilizer_Used', 'Temperature_Category_Warm', 'Yield_Category_Very High'})",0.777353,0.071065,0.069097,0.0888875452979534,1.250792166297804,1.0,0.013854409055,1.0195613013585485,0.900558576311512,0.0886630797835551,0.0191859982646293,0.5305972940730251
304,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Temperature_Category_Hot', 'Yield_Category_Very High'})",0.777353,0.124793,0.121313,0.1560590876988961,1.250543601795743,1.0,0.024304787071,1.037047721283763,0.8998448392188179,0.1553635668574458,0.0357242203260441,0.5640864540928111
305,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Temperature_Category_Hot', 'Yield_Category_Very High'})",0.777353,0.117608,0.114138,0.146829046777976,1.2484613867932115,1.0,0.022715068376,1.0342499315847802,0.8938547295971646,0.1461765342465578,0.0331157204258153,0.5586621255929197
306,"frozenset({'Weather_Condition_Rainy', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.259323,0.180549,0.058425,0.2252981802616813,1.247850612640787,1.0,0.0116044916729999,1.0577631020368543,0.268162805979416,0.153166757111735,0.0546087322630411,0.274447272341764
307,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Weather_Condition_Sunny', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.777353,0.060255,0.05828,0.0749723741980799,1.2442515010883726,1.0,0.0114405949849999,1.0159101996389797,0.8816824990523404,0.0747823766116449,0.0156610295325645,0.5210975056618148
308,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Weather_Condition_Rainy', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.777353,0.060421,0.058425,0.0751589046417779,1.2439202370331166,1.0,0.0114565543869999,1.0159356074419137,0.8807212038834745,0.0749664142765308,0.015685647126828,0.5210620163300911
309,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Fertilizer_Used', 'Irrigation_Used', 'Yield_Category_Very High'})",0.777353,0.180549,0.174564,0.2245620715427868,1.243773554784501,1.0,0.034213693203,1.05675898731231,0.8802953830953623,0.2228463319792988,0.0537104372839704,0.5957065878375916
310,"frozenset({'Weather_Condition_Sunny', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.259575,0.180549,0.05828,0.2245208513916979,1.2435452502738755,1.0,0.011413993325,1.0567028158920988,0.2645068948070482,0.1526277746933302,0.0536601351291266,0.2736570548657696
311,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Fertilizer_Used', 'Weather_Condition_Cloudy', 'Yield_Category_Very High'})",0.777353,0.059873,0.057859,0.074430792702929,1.2431445343131131,1.0,0.011316543831,1.0157284756106375,0.8784681877148979,0.074238452487724,0.0154849214020329,0.5203964629424154
312,"frozenset({'Temperature_Category_Warm', 'Rainfall_Category_Very High'})","frozenset({'Yield_Category_Very High', 'Weather_Condition_Sunny'})",0.310657,0.141879,0.05476,0.1762715792658784,1.2424078212129943,1.0,0.010684295497,1.0417523280734045,0.2830395216131981,0.1376654197337194,0.0400789390608998,0.2811171328902218
313,"frozenset({'Temperature_Category_Warm', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.310657,0.277442,0.107037,0.3445504205602964,1.2418827018270355,1.0,0.0208477006059999,1.102385328582654,0.2825458047885755,0.2225014655075644,0.0928761712697061,0.3651749875308888
314,"frozenset({'Weather_Condition_Rainy', 'Temperature_Category_Warm', 'Rainfall_Category_Very High'})",frozenset({'Yield_Category_Very High'}),0.103596,0.424435,0.054557,0.5266323024054983,1.2407843424917793,1.0,0.01058723174,1.2158941197822142,0.2164851706597307,0.1152270240815757,0.1775599669985115,0.3275862985751383
315,"frozenset({'Temperature_Category_Warm', 'Rainfall_Category_Very High'})","frozenset({'Yield_Category_Very High', 'Weather_Condition_Rainy'})",0.310657,0.141576,0.054557,0.1756181254566934,1.24045124496167,1.0,0.0105754245679999,1.04129412170246,0.2811978273642524,0.1371895714098915,0.039656539724767,0.2804864939313754
316,"frozenset({'Weather_Condition_Cloudy', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.258455,0.180549,0.057859,0.2238648894391673,1.2399120983177276,1.0,0.011195208205,1.0558097280354544,0.2609298355950223,0.1518031195476787,0.0528596455909717,0.2721631854049378
317,"frozenset({'Weather_Condition_Sunny', 'Temperature_Category_Warm', 'Rainfall_Category_Very High'})",frozenset({'Yield_Category_Very High'}),0.104115,0.424435,0.05476,0.5259568746098064,1.2391929850502583,1.0,0.010569949975,1.214161685239591,0.2154553225631552,0.1155786318833238,0.1763864630577023,0.327487726124157
318,"frozenset({'Temperature_Category_Warm', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.310657,0.294464,0.113322,0.3647817367707793,1.238799095206135,1.0,0.021844697152,1.1106985438568928,0.2796381546954302,0.2304234046836207,0.0996656963936345,0.3748116736451158
319,"frozenset({'Temperature_Category_Warm', 'Rainfall_Category_Very High'})",frozenset({'Yield_Category_Very High'}),0.310657,0.424435,0.163309,0.5256891040601048,1.2385620979893384,1.0,0.031455296205,1.2134762345264272,0.2794140818595017,0.2856135981657376,0.1759212322849805,0.4552285448675893
320,"frozenset({'Weather_Condition_Cloudy', 'Temperature_Category_Warm', 'Rainfall_Category_Very High'})",frozenset({'Yield_Category_Very High'}),0.102946,0.424435,0.053992,0.5244691391603364,1.2356877711789471,1.0,0.0102981144899999,1.2103630855496996,0.2126227415403605,0.1140541922182391,0.1738016369312526,0.3258391262260621
321,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Temperature_Category_Warm', 'Yield_Category_Very High'})",0.499491,0.115295,0.071065,0.1422748357828269,1.2340069888791962,1.0,0.013476185155,1.031455105794233,0.3788779385071046,0.1307012236054888,0.030495855435232,0.3793251103325428
322,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Weather_Condition_Rainy', 'Yield_Category_Very High'})",0.499491,0.098038,0.060421,0.1209651425150803,1.233859753514763,1.0,0.0114519013419999,1.0260821767417496,0.3786847341899284,0.1124932043462395,0.0254191889625952,0.3686334923289615
323,"frozenset({'Temperature_Category_Warm', 'Rainfall_Category_Very High'})","frozenset({'Yield_Category_Very High', 'Weather_Condition_Cloudy'})",0.310657,0.14098,0.053992,0.173799399337533,1.232794717956682,1.0,0.0101955761399999,1.0397232818654667,0.2739346611228161,0.1357794012247104,0.0382056288998312,0.278387854016901
324,"frozenset({'Temperature_Category_Warm', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.310657,0.180549,0.069097,0.2224221569126078,1.231921289581265,1.0,0.013008189307,1.0538507588466637,0.2731003688877661,0.1636946854959264,0.0510990369315649,0.3025635644850274
325,"frozenset({'Weather_Condition_Rainy', 'Irrigation_Used'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.166832,0.294464,0.060421,0.3621667306032415,1.2299185319877526,1.0,0.011294981952,1.1061448717895703,0.2243701359680953,0.1507227938883691,0.0959592857107809,0.2836782495659111
326,"frozenset({'Irrigation_Used', 'Weather_Condition_Sunny'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.166501,0.294464,0.060255,0.3618897183800698,1.2289777982370331,1.0,0.011226449536,1.105664679479698,0.2235343422739259,0.150370592198847,0.0955666590791537,0.283257875382167
327,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.499491,0.294464,0.180549,0.3614659723598623,1.227538756384014,1.0,0.0334668821759999,1.1049309347028613,0.3703465268398839,0.2943384968520033,0.094966057522029,0.4873052666624349
328,frozenset({'Rainfall_Category_Very High'}),"frozenset({'Irrigation_Used', 'Temperature_Category_Hot', 'Fertilizer_Used', 'Yield_Category_Very High'})",0.777353,0.075711,0.072243,0.0929346127177743,1.2274915496793637,1.0,0.013388827017,1.0189882812851896,0.832395857814362,0.0925218455958536,0.0186344451981731,0.5235644256678383
329,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Weather_Condition_Sunny', 'Yield_Category_Very High'})",0.499491,0.09844,0.060255,0.1206328041946701,1.2254449836923016,1.0,0.01108510596,1.0252372436685515,0.3675656061143945,0.1120656306028165,0.024616003587859,0.3663657722720608
330,"frozenset({'Weather_Condition_Cloudy', 'Irrigation_Used'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.166158,0.294464,0.059873,0.3603377508154889,1.223707315038473,1.0,0.010945450688,1.1029820829656114,0.2192395302167774,0.1494027433630527,0.0933669590431798,0.2818332554338257
331,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Weather_Condition_Cloudy', 'Yield_Category_Very High'})",0.499491,0.097986,0.059873,0.1198680256501118,1.2233178785756311,1.0,0.0109298748739999,1.0248622096319986,0.3647306658009742,0.1113700790916734,0.0242590754135876,0.3654521480688662
332,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Temperature_Category_Warm', 'Rainfall_Category_Very High'})",0.499491,0.113322,0.069097,0.138334824851699,1.2207234680970953,1.0,0.012493680898,1.02902847367296,0.3612595413745907,0.1270828888610966,0.0282095922665263,0.3740376053274926
333,frozenset({'Irrigation_Used'}),"frozenset({'Weather_Condition_Rainy', 'Yield_Category_Very High', 'Fertilizer_Used', 'Rainfall_Category_Very High'})",0.499491,0.096036,0.058425,0.1169690745178591,1.2179711203908865,1.0,0.010455882324,1.0237059359007497,0.3575609434473754,0.1087782208965894,0.0231569780631299,0.3626673437065117
334,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Temperature_Category_Hot', 'Yield_Category_Very High'})",0.499491,0.124793,0.075711,0.1515763046781623,1.2146218512109042,1.0,0.013378019637,1.0315683128911228,0.3530375946130204,0.1380144483961113,0.0306022514424157,0.3791344938806741
335,"frozenset({'Irrigation_Used', 'Weather_Condition_Rainy'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Rainfall_Category_Very High'})",0.166832,0.288461,0.058425,0.3502025990217703,1.2140379428129635,1.0,0.0103004744479999,1.0950166912468748,0.2116050006195424,0.1472151949766672,0.0867719113383389,0.2763714885485714
336,"frozenset({'Irrigation_Used', 'Weather_Condition_Sunny'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Rainfall_Category_Very High'})",0.166501,0.288461,0.05828,0.3500279277601936,1.2134324146425115,1.0,0.0102509550389999,1.0947224202234316,0.211027815117163,0.1469186905380128,0.0865264275889214,0.2760328191152932
337,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Rainfall_Category_Very High', 'Yield_Category_Very High'})",0.499491,0.288461,0.174564,0.349483774482423,1.2115460130916242,1.0,0.0304803266489999,1.093806690884414,0.3488614975807377,0.2845898517740809,0.0857616722097074,0.4773200520537858
338,frozenset({'Irrigation_Used'}),"frozenset({'Weather_Condition_Sunny', 'Fertilizer_Used', 'Yield_Category_Very High', 'Rainfall_Category_Very High'})",0.499491,0.096459,0.05828,0.1166787789970189,1.2096204501085328,1.0,0.0100995976309999,1.022890629723647,0.3462363313803376,0.1083936243420685,0.0223783746360363,0.36043665362109
339,"frozenset({'Irrigation_Used', 'Temperature_Category_Warm'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.19988,0.294464,0.071065,0.3555383229937963,1.2074084539834964,1.0,0.01220753568,1.094767967084579,0.2146926198599232,0.1678916270355959,0.0865644318557753,0.2984375623880088
340,"frozenset({'Irrigation_Used', 'Weather_Condition_Cloudy'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Rainfall_Category_Very High'})",0.166158,0.288461,0.057859,0.3482167575440243,1.2071536795061528,1.0,0.0099288971619999,1.091680414057378,0.2058004513103601,0.1458287125718318,0.0839810011032766,0.2743974993117039
341,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Weather_Condition_Cloudy', 'Rainfall_Category_Very High'})",0.499491,0.095966,0.057859,0.1158359209675449,1.2070516742132105,1.0,0.009924846694,1.0224731149327946,0.3427212179596084,0.107625028366921,0.0219791744199277,0.3593736843859878
342,"frozenset({'Irrigation_Used', 'Temperature_Category_Mild'})","frozenset({'Yield_Category_Very High', 'Rainfall_Category_Very High'})",0.09992,0.418429,0.050279,0.5031925540432346,1.2025757154576633,1.0,0.00846957432,1.170616512963075,0.1871517274909002,0.1074176939346679,0.1457492791821369,0.3116769597658821
343,"frozenset({'Irrigation_Used', 'Temperature_Category_Mild'})",frozenset({'Yield_Category_Very High'}),0.09992,0.424435,0.050828,0.5086869495596478,1.1985037745700702,1.0,0.0084184548,1.171483231483745,0.1840128922688488,0.1073391802368185,0.1463812941364533,0.3142207233573446
344,"frozenset({'Irrigation_Used', 'Temperature_Category_Warm'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Rainfall_Category_Very High'})",0.19988,0.288461,0.069097,0.3456924154492696,1.1984026105756742,1.0,0.01143941532,1.0874686719221915,0.2069138252212513,0.164813330661858,0.0804332797629779,0.2926145646255677
345,frozenset({'Irrigation_Used'}),"frozenset({'Fertilizer_Used', 'Yield_Category_Very High', 'Temperature_Category_Hot', 'Rainfall_Category_Very High'})",0.499491,0.121313,0.072243,0.1446332366348943,1.19223196718319,1.0,0.0116482483169999,1.0272634355620156,0.3221461583626492,0.1316954723358022,0.026539867592094,0.3700711870775965
346,"frozenset({'Temperature_Category_Mild', 'Rainfall_Category_Very High'})","frozenset({'Fertilizer_Used', 'Yield_Category_Very High'})",0.155659,0.294464,0.053826,0.3457943324831844,1.1743178537382648,1.0,0.007990028224,1.0784620724519558,0.1758078763084374,0.1358223756425105,0.0727536688180113,0.2642937376391144
347,"frozenset({'Temperature_Category_Mild', 'Rainfall_Category_Very High'})","frozenset({'Irrigation_Used', 'Yield_Category_Very High'})",0.155659,0.277442,0.050279,0.3230073429740651,1.164233760476298,1.0,0.0070926557219999,1.067305520231543,0.1670722686068536,0.1313378019027119,0.0630611563003455,0.2521154029480226
348,"frozenset({'Temperature_Category_Mild', 'Rainfall_Category_Very High'})",frozenset({'Yield_Category_Very High'}),0.155659,0.424435,0.075674,0.4861524229244696,1.1454107765016306,1.0,0.009606872335,1.1201084245170971,0.1503548529658668,0.1500218072241386,0.107229284137273,0.3322229594919684
349,frozenset({'Temperature_Category_Mild'}),"frozenset({'Yield_Category_High', 'Rainfall_Category_Very High'})",0.200104,0.297679,0.064408,0.3218726262343581,1.0812742122701235,1.0,0.004841241384,1.0356771119561372,0.0939687388835148,0.1486195558119411,0.0344481031242951,0.2691199606032295
350,frozenset({'Temperature_Category_Hot'}),"frozenset({'Yield_Category_Very High', 'Weather_Condition_Cloudy'})",0.400379,0.14098,0.061017,0.1523981027975992,1.0809909405419158,1.0,0.00457156858,1.0134710680040782,0.1249503721014325,0.1270282423773062,0.0132920104276958,0.2926020872904155
351,"frozenset({'Weather_Condition_Sunny', 'Temperature_Category_Hot'})",frozenset({'Yield_Category_Very High'}),0.133484,0.424435,0.061014,0.4570884900062929,1.0769340181801523,1.0,0.00435871846,1.0601451422657653,0.082442800105036,0.1227880580795121,0.0567329319995012,0.3004209752445261
352,"frozenset({'Weather_Condition_Cloudy', 'Temperature_Category_Hot'})",frozenset({'Yield_Category_Very High'}),0.133547,0.424435,0.061017,0.4568953252413008,1.0764789078216943,1.0,0.004334979055,1.0597680829312008,0.0819957122469768,0.1227792701699315,0.0563973230500479,0.3003279269720823
353,frozenset({'Temperature_Category_Hot'}),frozenset({'Yield_Category_Very High'}),0.400379,0.424435,0.182928,0.4568870994732491,1.0764595273086552,1.0,0.0129931391349999,1.059752032112982,0.1184560014091369,0.28498518428506,0.0563830314095699,0.4439394442787806
354,"frozenset({'Weather_Condition_Rainy', 'Temperature_Category_Hot'})",frozenset({'Yield_Category_Very High'}),0.133348,0.424435,0.060897,0.4566772655007949,1.075965143074428,1.0,0.00429944162,1.0593427505486466,0.0814650661270279,0.1225572867820787,0.056018460991886,0.3000775326997418
